Country Name,Year,GDP per Capita Growth
"Congo, Dem. Rep.",2012-01-01,3.5520187670967
"Congo, Rep.",1990-01-01,-1.8053791988368
"Congo, Rep.",1991-01-01,-0.411797992319293
"Congo, Rep.",1992-01-01,-0.167412667474878
"Congo, Rep.",1993-01-01,-3.77413499146964
"Congo, Rep.",1994-01-01,-8.15038150483257
"Congo, Rep.",1995-01-01,1.21387033209628
"Congo, Rep.",1996-01-01,1.53988279918413
"Congo, Rep.",1997-01-01,-2.64485040853276
"Congo, Rep.",1998-01-01,1.54322312823074
"Congo, Rep.",1999-01-01,-5.14928871972042
"Congo, Rep.",2000-01-01,3.54720581589751
"Congo, Rep.",2001-01-01,-0.0275441881035619
"Congo, Rep.",2002-01-01,2.16266173734763
"Congo, Rep.",2003-01-01,-1.9389961161344
"Congo, Rep.",2004-01-01,0.019857937645142
"Congo, Rep.",2005-01-01,3.94682345956284
"Congo, Rep.",2006-01-01,4.00799190736846
"Congo, Rep.",2007-01-01,-9.98953790484492
"Congo, Rep.",2008-01-01,2.8420364815555
"Congo, Rep.",2009-01-01,7.24158192131455
"Congo, Rep.",2010-01-01,5.45626725047971
"Congo, Rep.",2011-01-01,-1.05657886850042
"Congo, Rep.",2012-01-01,6.93698616278415
Costa Rica,1990-01-01,0.954542164963982
Costa Rica,1991-01-01,-0.296531513277017
Costa Rica,1992-01-01,6.48828418009417
Costa Rica,1993-01-01,4.47326645785009
Costa Rica,1994-01-01,2.00936293620752
Costa Rica,1995-01-01,1.71385960889158
Costa Rica,1996-01-01,-0.960770713512076
Costa Rica,1997-01-01,3.12974749179172
Costa Rica,1998-01-01,4.85597141992677
Costa Rica,1999-01-01,2.07761459445482
Costa Rica,2000-01-01,1.83887356626438
Costa Rica,2001-01-01,1.6009828013412
Costa Rica,2002-01-01,1.6759375167196
Costa Rica,2003-01-01,2.67377602698802
Costa Rica,2004-01-01,2.84845798619627
Costa Rica,2005-01-01,2.45679896896107
Costa Rica,2006-01-01,5.79983828152986
Costa Rica,2007-01-01,6.70775526645618
Costa Rica,2008-01-01,3.29801133330045
Costa Rica,2009-01-01,-2.20305716727071
Costa Rica,2010-01-01,4.01263887146661
Costa Rica,2011-01-01,3.11652611610467
Costa Rica,2012-01-01,3.62781247373715
Cote d'Ivoire,1990-01-01,-4.81271509640771
Cote d'Ivoire,1991-01-01,-3.66921109931063
Cote d'Ivoire,1992-01-01,-3.88910381693806
Cote d'Ivoire,1993-01-01,-3.77612589605334
Cote d'Ivoire,1994-01-01,-2.73732272804006
Cote d'Ivoire,1995-01-01,3.3991809478479
Cote d'Ivoire,1996-01-01,4.01091003827452
Cote d'Ivoire,1997-01-01,5.89860298914002
Cote d'Ivoire,1998-01-01,0.821945735910191
Cote d'Ivoire,1999-01-01,-1.84665208361815
Cote d'Ivoire,2000-01-01,-2.959710897695
Cote d'Ivoire,2001-01-01,-4.68334631573148
Cote d'Ivoire,2002-01-01,-5.14208530720043
Cote d'Ivoire,2003-01-01,-7.00066132974892
Cote d'Ivoire,2004-01-01,0.801103621302261
Cote d'Ivoire,2005-01-01,-1.26826505224787
Cote d'Ivoire,2006-01-01,0.5686242568826
Cote d'Ivoire,2007-01-01,-1.05981563446697
Cote d'Ivoire,2008-01-01,2.57386800536852
Cote d'Ivoire,2009-01-01,1.43226136789183
Cote d'Ivoire,2010-01-01,4.61051808695339
Cote d'Ivoire,2011-01-01,-7.31400548495932
Cote d'Ivoire,2012-01-01,5.43092306704378
Denmark,1990-01-01,1.31052516322782
Denmark,1991-01-01,1.13084019769691
Denmark,1992-01-01,1.6204208518857
Denmark,1993-01-01,-0.321959929787013
Denmark,1994-01-01,4.97734717856856
Denmark,1995-01-01,2.49224816939837
Denmark,1996-01-01,2.3194056984626
Denmark,1997-01-01,2.83266446548333
Denmark,1998-01-01,1.8476139445406
Denmark,1999-01-01,2.60794426036803
Denmark,2000-01-01,3.40068454610739
Denmark,2001-01-01,0.462534295314015
Denmark,2002-01-01,0.145880726640385
Denmark,2003-01-01,0.117358167353501
Denmark,2004-01-01,2.40323399664311
Denmark,2005-01-01,2.05511051582938
Denmark,2006-01-01,3.57206346379428
Denmark,2007-01-01,0.46273149419045
Denmark,2008-01-01,-1.09484212816196
Denmark,2009-01-01,-5.4140139985128
Denmark,2010-01-01,1.41948663073603
Denmark,2011-01-01,0.920393685285319
Denmark,2012-01-01,-0.149916088315891
Dominican Republic,1990-01-01,-7.42998327819636
Dominican Republic,1991-01-01,-1.12786159425657
Dominican Republic,1992-01-01,8.99065604829876
Dominican Republic,1993-01-01,5.25672562005555
Dominican Republic,1994-01-01,0.63626597051254
Dominican Republic,1995-01-01,3.72718073541247
Dominican Republic,1996-01-01,4.09218948821446
Dominican Republic,1997-01-01,7.04476445747363
Dominican Republic,1998-01-01,5.01302487443998
Dominican Republic,1999-01-01,4.31218911356312
Dominican Republic,2000-01-01,3.07584227693847
Dominican Republic,2001-01-01,0.943739474942333
Dominican Republic,2002-01-01,2.99736537466234
Dominican Republic,2003-01-01,-2.72546246439585
Dominican Republic,2004-01-01,1.17190849929456
